	text	label
2320	it's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn . nothing overly original , mind you , but solidly entertaining . 	1
5566	yet , one rare pok&#233 ; mon isn't safe without help from another - thus enters suicune , a . k . a . the north wind . 	0
2744	the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted . 	1
3658	the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public	1
8593	when he was a young boy , kyle ( chaney kley ) claimed that while he was sleeping , he accidentally woke up and saw the tooth fairy , who tried to kill him . 	0
4824	if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick . 	1
7986	two women , one spoiled and clinging , the other unawakened but formidable . 	0
6452	he is increasingly tormented by his conscience as the new order of the day is revealed . 	0
9298	they will live without thinking in the consequences , getting into a world where they won't be able to escape . 	0
529	even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea . 	1
6886	the result of an old cia mind-control experiment gone bad , felice quick is on the loose and headed for junior-high school teacher sam blacker . 	0
5750	max finally decides to help the fbi by describing his constant dreams about the kidnapping . 	0
1985	when you resurrect a dead man , hard copy should come a-knocking , no ? 	1
3167	the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . 	1
8611	that all changes when a teammate is mysteriously stabbed during a ball field brawl . 	0
1905	well-acted , well-directed and , for all its moodiness , not too pretentious . 	1
1034	i admired it , particularly that unexpected downer of an ending . 	1
9626	based upon sherman alexie's book of poetry of the same name . 	0
9384	they , the teen learns , have discovered a spring that makes them immortal . 	0
1378	the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head . 	1
1815	starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter . 	1
1520	surprisingly , considering that baird is a former film editor , the movie is rather choppy . 	1
2369	it's still a comic book , but maguire makes it a comic book with soul . 	1
3848	ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay . 	1
8509	but lulu is newly single and the last thing she needs is a man in her life . 	0
128	like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end . 	1
4663	i walked away from this new version of e . t . just as i hoped i would -- with moist eyes . 	1
2350	neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 	1
9981	kok pin is creative and a born artist but his parents would rather he focus on his maths and sciences . 	0
4571	the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . 	1
6524	after baptizing their amnesiac boy-toy chris , the infamous pair takes him on a grand tour of their wild nightlife frolic , their spontaneous media extravaganza and their dazzling diva lifestyle in order to help him find his identity and his way home . 	0
295	if much of me without you strikes a familiar chord , it also intelligently captures the difficulties that can disrupt even a close friendship . 	1
362	it's a movie -- and an album -- you won't want to miss . 	1
991	it just goes to show , an intelligent person isn't necessarily an admirable storyteller . 	1
8106	they think that if they rebuild it to work like it did in their youth , they might be able to communicate with their sister who died mysteriously on that beach 20 years ago . 	0
5193	a zany comedy where as pop is dying he is pushing his remaining son to fulfill his last request ; to marry and carry on the family name . 	0
6353	she frequently offers her hospitality to a 16-year-old prostitute , gr&#233 ; goire , a young man who became her friend . 	0
3840	a touching drama about old age and grief with a tour de force performance by michel piccoli . 	1
8782	john , completely devastated , soon finds some sketches his wife made after the accident . 	0
7402	lucy is a theater student at the city university . 	0
4435	much like its easily dismissive take on the upscale lifestyle , there isn't much there here . 	1
